INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT																																																																																																							
30103	±‰“Ï∂∫»§ˆË	3010	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1447	921	1184	921	1459	1604	1677	1896	2388	300	100	100	200	300	60000	30100	3	30100																																																																																																					
30104	±‰“Ï∂∫»§ˆË	3010	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1496	952	1224	952	1459	1604	1677	1896	2388	300	100	100	200	300	60000	30100	4	30100																																																																																																					
30105	±‰“Ï∂∫»§ˆË	3010	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1545	983	1264	983	1459	1604	1677	1896	2388	300	100	100	200	300	60000	30100	5	30100																																																																																																					
30106	±‰“Ï∂∫»§ˆË	3010	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1594	1014	1304	1014	1459	1604	1677	1896	2388	300	100	100	200	300	60000	30100	6	30100																																																																																																					
30107	±‰“Ï∂∫»§ˆË	3010	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1642	1045	1344	1045	1459	1604	1677	1896	2388	300	100	100	200	300	60000	30100	7	30100																																																																																																					
30108	±‰“Ï∂∫»§ˆË	3010	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1691	1076	1384	1076	1459	1604	1677	1896	2388	300	100	100	200	300	60000	30100	8	30100																																																																																																					
30109	∂∫»§ˆË±¶±¶	3010	95	9	0	1	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1301	828	1064	828	1459	1604	1677	1896	2388	300	100	100	200	300	60000	30100	0	30100																																																																																																					
30110	≥…ƒÍ√¿∫ÔÕı	3011	5	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	450	200	150	100	60000	30110	9	30110																																																																																																					
30111	±‰“Ï√¿∫ÔÕı	3011	5	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	450	200	150	100	60000	30110	1	30110																																																																																																					
30112	±‰“Ï√¿∫ÔÕı	3011	5	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	450	200	150	100	60000	30110	2	30110																																																																																																					
30119	√¿∫ÔÕı±¶±¶	3011	5	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	450	200	150	100	60000	30110	0	30110																																																																																																					
30120	≥…ƒÍ√¿∫ÔÕı	3012	45	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	450	200	150	100	60000	30120	9	30120																																																																																																					
30121	±‰“Ï√¿∫ÔÕı	3012	45	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	861	1507	753	646	861	948	1042	1090	1232	1422	100	450	200	150	100	60000	30120	1	30120																																																																																																					
30122	±‰“Ï√¿∫ÔÕı	3012	45	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	939	1644	822	704	939	948	1042	1090	1232	1422	100	450	200	150	100	60000	30120	2	30120																																																																																																					
30123	±‰“Ï√¿∫ÔÕı	3012	45	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1018	1781	890	763	1018	948	1042	1090	1232	1422	100	450	200	150	100	60000	30120	3	30120																																																																																																					
30129	√¿∫ÔÕı±¶±¶	3012	45	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	450	200	150	100	60000	30120	0	30120																																																																																																					
30130	≥…ƒÍ√¿∫ÔÕı	3013	55	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	450	200	150	100	60000	30130	9	30130																																																																																																					
30131	±‰“Ï√¿∫ÔÕı	3013	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	877	1535	767	657	877	1051	1156	1208	1366	1576	100	450	200	150	100	60000	30130	1	30130																																																																																																					
30132	±‰“Ï√¿∫ÔÕı	3013	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	938	1642	821	703	938	1051	1156	1208	1366	1576	100	450	200	150	100	60000	30130	2	30130																																																																																																					
30133	±‰“Ï√¿∫ÔÕı	3013	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	999	1749	874	749	999	1051	1156	1208	1366	1576	100	450	200	150	100	60000	30130	3	30130																																																																																																					
30134	±‰“Ï√¿∫ÔÕı	3013	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1060	1856	928	795	1060	1051	1156	1208	1366	1576	100	450	200	150	100	60000	30130	4	30130																																																																																																					
30139	√¿∫ÔÕı±¶±¶	3013	55	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	450	200	150	100	60000	30130	0	30130																																																																																																					
30140	≥…ƒÍ√¿∫ÔÕı	3014	65	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	450	200	150	100	60000	30140	9	30140																																																																																																					
30141	±‰“Ï√¿∫ÔÕı	3014	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	899	1574	787	674	899	1153	1268	1325	1498	1729	100	450	200	150	100	60000	30140	1	30140																																																																																																					
30142	±‰“Ï√¿∫ÔÕı	3014	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	950	1663	831	712	950	1153	1268	1325	1498	1729	100	450	200	150	100	60000	30140	2	30140																																																																																																					
30143	±‰“Ï√¿∫ÔÕı	3014	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1001	1752	876	751	1001	1153	1268	1325	1498	1729	100	450	200	150	100	60000	30140	3	30140																																																																																																					
30144	±‰“Ï√¿∫ÔÕı	3014	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1052	1841	920	789	1052	1153	1268	1325	1498	1729	100	450	200	150	100	60000	30140	4	30140																																																																																																					
30145	±‰“Ï√¿∫ÔÕı	3014	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1103	1931	965	827	1103	1153	1268	1325	1498	1729	100	450	200	150	100	60000	30140	5	30140																																																																																																					
30149	√¿∫ÔÕı±¶±¶	3014	65	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	450	200	150	100	60000	30140	0	30140																																																																																																					
30150	≥…ƒÍ√¿∫ÔÕı	3015	75	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	9	30150																																																																																																					
30151	±‰“Ï√¿∫ÔÕı	3015	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1619	809	694	925	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	1	30150																																																																																																					
30152	±‰“Ï√¿∫ÔÕı	3015	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	969	1697	848	727	969	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	2	30150																																																																																																					
30153	±‰“Ï√¿∫ÔÕı	3015	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1013	1774	887	760	1013	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	3	30150																																																																																																					
30154	±‰“Ï√¿∫ÔÕı	3015	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1057	1851	925	793	1057	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	4	30150																																																																																																					
30155	±‰“Ï√¿∫ÔÕı	3015	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1928	964	826	1102	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	5	30150																																																																																																					
30156	±‰“Ï√¿∫ÔÕı	3015	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1146	2005	1002	859	1146	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	6	30150																																																																																																					
30159	√¿∫ÔÕı±¶±¶	3015	75	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	450	200	150	100	60000	30150	0	30150																																																																																																					
30160	≥…ƒÍ√¿∫ÔÕı	3016	85	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	9	30160																																																																																																					
30161	±‰“Ï√¿∫ÔÕı	3016	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	952	1667	833	714	952	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	1	30160																																																																																																					
30162	±‰“Ï√¿∫ÔÕı	3016	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	991	1735	867	743	991	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	2	30160																																																																																																					
30163	±‰“Ï√¿∫ÔÕı	3016	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1031	1804	902	773	1031	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	3	30160																																																																																																					
30164	±‰“Ï√¿∫ÔÕı	3016	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1070	1872	936	802	1070	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	4	30160																																																																																																					
30165	±‰“Ï√¿∫ÔÕı	3016	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1109	1941	970	832	1109	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	5	30160																																																																																																					
30166	±‰“Ï√¿∫ÔÕı	3016	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1148	2009	1004	861	1148	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	6	30160																																																																																																					
30167	±‰“Ï√¿∫ÔÕı	3016	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	7	30160																																																																																																					
30169	√¿∫ÔÕı±¶±¶	3016	85	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	450	200	150	100	60000	30160	0	30160																																																																																																					
30170	≥…ƒÍ√¿∫ÔÕı	3017	95	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	9	30170																																																																																																					
30171	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	1	30170																																																																																																					
30172	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	2	30170																																																																																																					
30173	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1052	1842	921	789	1052	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	3	30170																																																																																																					
30174	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1088	1904	952	816	1088	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	4	30170																																																																																																					
30175	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1123	1966	983	842	1123	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	5	30170																																																																																																					
30176	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1159	2028	1014	869	1159	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	6	30170																																																																																																					
30177	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1194	2090	1045	896	1194	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	7	30170																																																																																																					
30178	±‰“Ï√¿∫ÔÕı	3017	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	8	30170																																																																																																					
30179	√¿∫ÔÕı±¶±¶	3017	95	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2388	100	450	200	150	100	60000	30170	0	30170																																																																																																					
30180	≥…ƒÍ∆ÎÃÏ¥Û •	3018	5	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	350	300	150	100	60000	30180																																																																																																							
30181	±‰“Ï∆ÎÃÏ¥Û •	3018	5	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	350	300	150	100	60000	30180																																																																																																							
30182	±‰“Ï∆ÎÃÏ¥Û •	3018	5	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	350	300	150	100	60000	30180																																																																																																							
30189	∆ÎÃÏ¥Û •±¶±¶	3018	5	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	350	300	150	100	60000	30180																																																																																																							
30190	≥…ƒÍ∆ÎÃÏ¥Û •	3019	45	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	350	300	150	100	60000	30190																																																																																																							
30191	±‰“Ï∆ÎÃÏ¥Û •	3019	45	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	861	1507	753	646	861	948	1042	1090	1232	1422	100	350	300	150	100	60000	30190																																																																																																							
30192	±‰“Ï∆ÎÃÏ¥Û •	3019	45	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	939	1644	822	704	939	948	1042	1090	1232	1422	100	350	300	150	100	60000	30190																																																																																																							
30193	±‰“Ï∆ÎÃÏ¥Û •	3019	45	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1018	1781	890	763	1018	948	1042	1090	1232	1422	100	350	300	150	100	60000	30190																																																																																																							
30199	∆ÎÃÏ¥Û •±¶±¶	3019	45	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	350	300	150	100	60000	30190																																																																																																							
30200	≥…ƒÍ∆ÎÃÏ¥Û •	3020	55	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	350	300	150	100	60000	30200																																																																																																							
30201	±‰“Ï∆ÎÃÏ¥Û •	3020	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	877	1535	767	657	877	1051	1156	1208	1366	1576	100	350	300	150	100	60000	30200																																																																																																							
30202	±‰“Ï∆ÎÃÏ¥Û •	3020	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	938	1642	821	703	938	1051	1156	1208	1366	1576	100	350	300	150	100	60000	30200																																																																																																							
30203	±‰“Ï∆ÎÃÏ¥Û •	3020	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	999	1749	874	749	999	1051	1156	1208	1366	1576	100	350	300	150	100	60000	30200																																																																																																							
30204	±‰“Ï∆ÎÃÏ¥Û •	3020	55	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1060	1856	928	795	1060	1051	1156	1208	1366	1576	100	350	300	150	100	60000	30200																																																																																																							
30209	∆ÎÃÏ¥Û •±¶±¶	3020	55	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	350	300	150	100	60000	30200																																																																																																							
30210	≥…ƒÍ∆ÎÃÏ¥Û •	3021	65	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	350	300	150	100	60000	30210																																																																																																							
30211	±‰“Ï∆ÎÃÏ¥Û •	3021	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	899	1574	787	674	899	1153	1268	1325	1498	1729	100	350	300	150	100	60000	30210																																																																																																							
30212	±‰“Ï∆ÎÃÏ¥Û •	3021	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	950	1663	831	712	950	1153	1268	1325	1498	1729	100	350	300	150	100	60000	30210																																																																																																							
30213	±‰“Ï∆ÎÃÏ¥Û •	3021	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1001	1752	876	751	1001	1153	1268	1325	1498	1729	100	350	300	150	100	60000	30210																																																																																																							
30214	±‰“Ï∆ÎÃÏ¥Û •	3021	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1052	1841	920	789	1052	1153	1268	1325	1498	1729	100	350	300	150	100	60000	30210																																																																																																							
30215	±‰“Ï∆ÎÃÏ¥Û •	3021	65	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1103	1931	965	827	1103	1153	1268	1325	1498	1729	100	350	300	150	100	60000	30210																																																																																																							
30219	∆ÎÃÏ¥Û •±¶±¶	3021	65	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	350	300	150	100	60000	30210																																																																																																							
30220	≥…ƒÍ∆ÎÃÏ¥Û •	3022	75	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
30221	±‰“Ï∆ÎÃÏ¥Û •	3022	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1619	809	694	925	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
30222	±‰“Ï∆ÎÃÏ¥Û •	3022	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	969	1697	848	727	969	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
30223	±‰“Ï∆ÎÃÏ¥Û •	3022	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1013	1774	887	760	1013	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
30224	±‰“Ï∆ÎÃÏ¥Û •	3022	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1057	1851	925	793	1057	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
